id,kind,source,name_ru,name_en,tier,rarity,roll,class,trait,range,damage,burden,armor_score,thresholds,crafts_into,community,url,text_ru,text_en
cm40,item,Community,Топор-Пила Лесоруба,Felling Axe-Saw,,,10,,,,,,,,,Ridgeborne,https://artex-x.github.io/daggerheart-loot/i/cm40.html,"Этот массивный гибридный инструмент рубит дерево, корни и плотные природные материалы с огромной скоростью, позволяя изменять естественный рельеф за долю обычного времени — на усмотрение стола.","This massive hybrid tool cuts through wood, roots, and dense natural materials at extreme speed, allowing you to reshape natural terrain in a fraction of the expected time, at the table's discretion."
cm41,item,Community,Складная Лодка,Folding Boat,,,1,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm41.html,"Компактная лодка, которую можно сложить и носить с собой, а при необходимости развернуть. Вмещает до четырёх существ Среднего размера; управление определяется здравым смыслом и обстоятельствами.","A compact boat that can be folded and carried, then deployed when needed. It can transport up to four Medium creatures, guided by common sense and the current fiction."
cm42,item,Community,Инструменты Навигатора,Navigator's Tools,,,2,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm42.html,"В качестве Хода Отдыха вы можете использовать эти инструменты, чтобы получить преимущество на броски навигации на море до следующего отдыха.","During downtime, you may use these tools as a downtime move to gain advantage on navigation rolls at sea until your next rest."
cm43,item,Community,Рыболовная Удочка,Fishing Rod,,,3,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm43.html,"В качестве Хода Отдыха «Подготовка» с этой удочкой вы получаете обычную 1 Надежду и вылавливаете 1d4 рыб. Каждую рыбу можно приготовить и съесть, чтобы очистить 1 Стресс.","During downtime, when you use the Prepare move with this rod, you gain the usual 1 Hope and catch 1d4 fish. Each fish can later be cooked and eaten to reduce 1 Stress."
cm44,item,Community,Компас Воробья,Sparrow's Compass,,,4,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm44.html,"Этот компас всегда указывает в направлении того, чего его владелец желает больше всего. Один раз за сессию вы получаете преимущество на броску действия, направленному на то, чтобы добраться до цели компаса.","This compass always points toward what its bearer desires most. Once per session, you gain advantage on an action roll made to reach what the compass indicates."
cm45,item,Community,Бутылка Ветра,Bottle of Wind,,,5,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm45.html,"Один раз за сессию вы можете откупорить эту бутылку, чтобы высвободить мощный порыв ветра, отталкивающий лодки, валящий существ с ног или производящий иные творческие эффекты — на усмотрение стола.","Once per session, you may uncork this bottle to release powerful winds, pushing boats, knocking creatures prone, or producing other creative effects, at the table's discretion."
cm46,item,Community,Подзорная Труба Дальнозоркого,Far-Seer's Spyglass,,,6,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm46.html,"Один раз за продолжительный отдых вы можете использовать эту подзорную трубу, чтобы различить детали, обычно слишком далёкие для восприятия — на усмотрение стола.","Once per long rest, you may use this spyglass to notice details that would normally be too distant to perceive, at the table's discretion."
cm47,item,Community,Черепаший Панцирный Нагрудник,Turtle Shell Harness,,,7,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm47.html,"Один раз за продолжительный отдых, когда вы должны получить физический урон, вы можете отметить Стресс, чтобы снизить порог урона на одну ступень.","Once per long rest, when you would take physical damage, you may mark 1 Stress to reduce the damage threshold by one step."
cm48,item,Community,Фонарь Глубин,Lantern of the Depths,,,8,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm48.html,"Этот фонарь создаёт ровный свет, работающий под водой как на поверхности, освещая окрестности даже в мутной воде.","This lantern produces steady light that functions normally underwater, illuminating its surroundings as if above the surface, even in murky water."
cm49,item,Community,Пиратская Карта Сокровищ,Pirate's Treasure Map,,,9,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm49.html,"Эта зачарованная карта постоянно перерисовывается, отмечая местоположение ближайшего значимого запаса золота или ценностей. Сокровище всегда настоящее, но никогда не бывает без охраны и нередко сопряжено с осложнениями, выбранными Мастером по обстоятельствам.","This enchanted map constantly redraws itself, marking the location of the nearest significant hoard of gold or valuables worth pursuing. The treasure is always real, but never unguarded, and often comes with complications chosen by the GM and the current fiction."
cm50,item,Community,Флейта Зова Кракена,Kraken's Call Flute,,,10,,,,,,,,,Seaborne,https://artex-x.github.io/daggerheart-loot/i/cm50.html,"Эту древнюю флейту можно использовать один раз за кампанию, чтобы призвать морского левиафана. Существо не подчиняется владельцу, но его появление высвобождает сокрушительный хаос, способный изменить исход даже самой безнадёжной ситуации.","This ancient flute can be played once per campaign to summon a marine leviathan. The creature does not obey the bearer, but its arrival unleashes overwhelming chaos capable of reshaping even the most desperate situation."
cm51,item,Community,Крапленые Карты и Кости,Loaded Cards and Dice,,,1,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm51.html,Дают преимущество на броски Искусности при попытке жульничать в играх с удачей.,Grant advantage on Finesse rolls when attempting to cheat at games of chance.
cm52,item,Community,Возвратная Монета,Returning Coin,,,2,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm52.html,"Эта монета всегда возвращается в карман владельца, как бы её ни потратили или ни потеряли.","This coin always finds its way back into its owner's pocket, no matter how it is spent or lost."
cm53,item,Community,Живые Марионетки,Living Puppets,,,3,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm53.html,"Один раз за сессию эти ожившие куклы могут проникать в узкие пространства, чтобы дёргать рычаги, нажимать кнопки или похищать небольшие предметы.","Once per session, these animated puppets can slip through tight spaces to pull levers, press buttons, or steal small objects."
cm54,item,Community,Подвеска Стеклянного Глаза,Glass Eye Pendant,,,4,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm54.html,"Один раз за продолжительный отдых, когда на вас нападают, бросьте 1d4 и прибавьте результат к вашему Уклонению против этой атаки.","Once per long rest, when you are attacked, roll 1d4 and add the result to your Evasion for that attack."
cm55,item,Community,Предательский Кастет,Treacherous Knuckle-Duster,,,5,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm55.html,"Вы можете отметить Стресс перед броском атаки. Если атака успешна, цель отмечает Стресс.","You may mark 1 Stress before an attack roll. If the attack succeeds, the target marks 1 Stress."
cm56,item,Community,Браслет Воровского Перезвона,Thief's Chime Bracelet,,,6,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm56.html,"Один раз за сессию совершите бросок Искусности (18), чтобы сыграть гипнотическую мелодию. При успехе все не подозревающие об этом существа в пределах Средней дистанции погружаются в глубокий сон до тех пор, пока их не потревожат или до конца короткого отдыха.","Once per session, make a Finesse Roll (18) to play a hypnotic melody. On a success, all unaware creatures within Close range fall into a deep sleep until disturbed or after a short rest."
cm57,item,Community,Теневой Амулет,Shadow Amulet,,,7,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm57.html,"Один раз за сессию создайте пузырь тьмы в пределах Средней дистанции. Враги внутри получают помеху, тогда как союзники получают преимущество на броски, чтобы укрыться или сбежать.","Once per session, create a bubble of darkness within Close range. Enemies inside suffer disadvantage, while allies gain advantage on rolls to hide or escape."
cm58,item,Community,Переулочная Окарина,Alleyway Ocarina,,,8,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm58.html,"Один раз за сессию, в городской обстановке или во владениях Криминального сообщества, сыграйте короткую мелодию, чтобы вызвать из теней укрывшихся союзников и головорезов. Следующая успешная атака вас или союзника добавляет +1d10 урона.","Once per session, in an urban or Slyborne environment, play a short tune to call hidden allies and cutthroats from the shadows. The next successful attack made by you or an ally adds +1d10 damage."
cm59,item,Community,Плащ Переулков,Mantle of the Backstreets,,,9,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm59.html,"Нося этот плащ в городской обстановке или во владениях Криминального сообщества, вы магически воспринимаетесь как часть окружения. Эффект немедленно заканчивается, если вы совершаете враждебное или явно подозрительное действие.","While wearing this mantle in an urban or Slyborne environment, you are magically overlooked as part of the surroundings. This effect ends immediately if you take a hostile or overtly suspicious action."
cm60,item,Community,Фальшивый Золотой Зуб,False Gold Tooth,,,10,,,,,,,,,Slyborne,https://artex-x.github.io/daggerheart-loot/i/cm60.html,"Прикусите этот зуб, чтобы впасть в смертеподобное состояние. Вы выглядите мёртвым и не можете быть разбужены, возвращая сознание по истечении времени, равного продолжительному отдыху.","Bite down on this false golden tooth to enter a deathlike state. You appear dead and cannot be awakened, regaining consciousness after the period of a long rest."
cm61,item,Community,Теневой Мел,Shadowmark Chalk,,,1,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm61.html,Вы можете писать послания или рисовать символы этим магическим мелом. Метки видны только в темноте или густой тени.,You can write messages or symbols using this magical chalk. Marks are visible only in darkness or heavy shadow.
cm62,item,Community,Прутья Слепого Лозоходца,Blind Dowser's Rods,,,2,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm62.html,"Вы получаете преимущество на броски для обнаружения подземных водоносных слоёв, просачиваний или скрытых водоёмов.","You have advantage on rolls made to locate underground water sources, seepage, or hidden reservoirs."
cm63,item,Community,Сумка Грибника,Fungal Forager's Pouch,,,3,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm63.html,"Один раз за продолжительный отдых эта сумка производит порцию съедобных подземных грибов. Съев грибы, вы очищаете 1 Рану.","Once per long rest, this pouch produces a portion of edible subterranean fungi. Consuming the fungi restores 1 HP."
cm64,item,Community,Маска Глубин,Mask of the Deep,,,4,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm64.html,"Нося эту маску, вы получаете преимущество на Броски Реакции для сопротивления эффектам, связанным с вдыханием, парами, спорами или газом, включая атаки противников, доставляемые подобными способами.","While wearing this mask, you have advantage on Reaction Rolls to resist effects involving inhalation, breath, fumes, spores, or gas, including enemy attacks delivered through such means."
cm65,item,Community,Грибной Факел,Fungal Torch,,,5,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm65.html,"Этот биолюминесцентный гриб работает как обычный факел. Горя под землёй, он даёт преимущество на броски ориентирования и навигации в подземной среде.","This bioluminescent fungus functions as a normal torch. While lit underground, you have advantage on rolls to orient yourself and navigate the subterranean environment."
cm66,item,Community,Моток Паучьего Шёлка,Spider Silk Spool,,,6,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm66.html,"Вы можете совершить бросок Искусности, чтобы бросить шёлк в существо в пределах Средней дистанции. При успехе цель становится Обездвиженной, пока не вырвется на свободу или пока обстоятельства не изменятся.","You may make a Finesse Roll to throw the silk at a creature within Close range. On a success, the target becomes Restrained until it breaks free or the fiction changes."
cm67,item,Community,Сапоги Реакции,Reaction Boots,,,7,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm67.html,"Один раз за сессию, когда союзник проваливает бросок или преуспевает со Страхом, вы можете немедленно стать в центре внимания вместо Мастера.","Once per session, when an ally fails a roll or succeeds with Fear, you may immediately take the spotlight instead of the GM."
cm68,item,Community,Клык Пещерного Паука,Cave Spider Fang,,,8,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm68.html,"Вы можете использовать этот ядовитый клык вместо оружия при атаке. При попадании цель не получает урона, но становится Уязвимой. Этот эффект не действует на нежить или существ с иммунитетом к яду.","You can use this venomous fang in place of a weapon when making an attack. On a hit, the target takes no damage but becomes Vulnerable. This effect has no impact on undead or creatures immune to poison."
cm69,item,Community,Биолюминесцентные Перчатки,Bioluminescent Gloves,,,9,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm69.html,"Пока вы находитесь в темноте или полутьме, прибавляйте 1d6 к броскам урона.","While you are in darkness or partial darkness, add 1d6 to your damage rolls."
cm70,item,Community,Амулет Скарабея,Scarab Amulet,,,10,,,,,,,,,Underborne,https://artex-x.github.io/daggerheart-loot/i/cm70.html,"Один раз за сессию вы можете активировать этот амулет, чтобы превратиться в призрачного скарабея. В этой форме вы не можете атаковать или использовать предметы, но можете летать и проходить сквозь немагические стены, двери, камень или землю толщиной не более стандартной конструкции или прилегающей пещерной стены. Превращение длится, пока вы не завершите его или до конца короткого отдыха.","Once per session, you may activate this amulet to transform into a spectral scarab. While transformed, you cannot attack or use items. You can fly and pass through non-magical walls, doors, stone, or earth that are no thicker than the width of a typical structure or connected cavern wall. The transformation lasts until you choose to end it or until the duration of a short rest."
cm71,item,Community,Вечный Трут,Everflame Kindling,,,1,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm71.html,Эти деревянные палочки легко воспламеняются и никогда не догорают полностью. Они дают ровное пламя даже в суровых или маловероятных условиях.,These wooden sticks ignite easily and never fully burn away. They provide a steady flame even in harsh or unlikely environments.
cm72,item,Community,Кормовой Мешок Зверовода,Beastkeeper's Feed Sack,,,2,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm72.html,"Один раз за продолжительный отдых этот мешок производит порцию корма, достаточную для одного существа Среднего размера.","Once per long rest, this sack produces a ration sufficient to feed one Medium beast."
cm73,item,Community,Банка Направляющего Света,Guidelight Jar,,,3,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm73.html,"Эта запечатанная банка содержит мерцающих светлячков. Когда опасность приближается, их свечение меняет цвет — по усмотрению владельца.","This sealed jar holds shifting fireflies. When danger approaches, their glow changes color at the owner's discretion."
cm74,item,Community,Шепчущая Сковорода,Whispering Skillet,,,4,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm74.html,В качестве Хода Отдыха «Подготовка» эта зачарованная сковорода может превратить неожиданные ингредиенты в сытную трапезу. Съевшие её очищают Стресс и получают преимущество на следующему броску.,"During a Prepare downtime move, this enchanted pan can turn unlikely ingredients into a nourishing meal. Those who eat it clear a Stress and gain advantage on the next roll."
cm75,item,Community,Седло Укротителя,Waytamer Saddle,,,5,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm75.html,"Это зачарованное седло принимает форму почти под любое ездовое животное. Вы получаете преимущество на броски успокоения или управления существом, на которое оно надето.",This enchanted saddle reshapes itself to fit almost any mount. You gain advantage on rolls to calm or control a creature fitted with it.
cm76,item,Community,Совиный Амулет Каравана,Caravan Owl Amulet,,,6,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm76.html,"Один раз за сессию, когда вы должны отметить Стресс, бросьте d6. При результате 4+ вы игнорируете этот Стресс.","Once per session, when you would mark Stress, roll a d6. On a 4+, ignore that Stress."
cm77,item,Community,Сапоги Первопроходца,Pathfinder's Boots,,,7,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm77.html,"Один раз за продолжительный отдых, пробираясь через незнакомую местность, вы можете бросить d20 как Кость Надежды вместо d12.","Once per long rest, when navigating uncertain terrain, you may roll a d20 as your Hope Die instead of a d12."
cm78,item,Community,Складные Санки,Foldaway Trail Sled,,,8,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm78.html,"Развёрнутые, эти санки вмещают до трёх существ Среднего размера и быстро скользят по снегу, траве или песку.","When unfolded, this sled carries up to three Medium creatures and glides swiftly over snow, grass, or sand."
cm79,item,Community,Семя Фаункорня,Faunroot Seed,,,9,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm79.html,"Посаженное в природную почву, это легендарное семя вырастает в огромное дерево за время продолжительного отдыха.","When planted in natural ground, this legendary seed grows into a massive tree over the course of a long rest."
cm80,item,Community,Складной Воздушный Шар,Foldable Sky-Balloon,,,10,,,,,,,,,Wanderborne,https://artex-x.github.io/daggerheart-loot/i/cm80.html,"Переносное чудо, требующее около часа для сборки. Вмещает до пяти существ Среднего размера и позволяет управляемый полёт к отдалённым или иначе недоступным местам.",A portable marvel requiring about one hour to assemble. It can carry up to five Medium creatures and allows controlled flight to reach distant or otherwise inaccessible places.
cm81,item,Community,Оберег Удачного Рога,Lucky Horn Charm,,,1,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm81.html,"Один раз за сессию вы можете перебросить любую кость и выбрать, какой результат использовать.","Once per session, you may reroll any one die and choose which result to use."
cm82,item,Community,Нежный Силок,Gentle Snare,,,2,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm82.html,"Эту магическую ловушку можно установить, чтобы схватить существо, не причиняя ему вреда. Цель становится Обездвиженной невидимыми путами, пока её не освободят.",This magical trap can be set to restrain a creature without causing harm. The target becomes Restrained by invisible bindings until freed.
cm83,item,Community,Лист Исполинского Дерева,Leaf of the Giant Tree,,,3,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm83.html,"Огромный лист, прочный как кожа и широкий как двуручный меч. Он может служить планером, парусом, небольшим плотом или импровизированным инструментом — по усмотрению игрока и Мастера.","A massive leaf sturdy as leather and broad as a greatsword. It may serve as a glider, sail, small raft, or improvised tool at the player and GM's discretion."
cm84,item,Community,Топор Лесного Стража,Forestwarden's Axe,,,4,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm84.html,"Этот внешне обычный топор несёт в себе благословение обновления. Любое дерево, растение, гриб или живая растительность, срубленная им, вновь полностью вырастает за время продолжительного отдыха.","This seemingly ordinary axe carries the blessing of renewal. Any tree, plant, fungus, or living vegetation cut with it regrows fully over the course of a long rest."
cm85,item,Community,Кольцо Маленького Исследователя,Ring of the Small Explorer,,,5,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm85.html,"Один раз за сессию вы можете уменьшиться примерно до 15 см ростом. В уменьшенном виде вы получаете преимущество там, где малый размер полезен, и помеху там, где он создаёт неудобства.","Once per session, you may shrink to roughly 15 cm in height. While small, you gain advantage where reduced size is beneficial and disadvantage where it would hinder you."
cm86,item,Community,Лунносеменной Фонарь,Moonseed Lantern,,,6,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm86.html,"Этот прозрачный плод содержит жидкий лунный свет. Один раз за сессию вы можете встряхнуть его, высвободив мягкое сияние. Дикие звери в пределах Средней дистанции успокаиваются и перестают быть враждебными, если не окажутся под прямой угрозой.","This translucent fruit holds liquid moonlight within. Once per session, you may shake it to release a gentle glow. Wild beasts within Close range become calm and non-hostile unless directly threatened."
cm87,item,Community,Венец Живых Лоз,Crown of Living Vines,,,7,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm87.html,Один раз за продолжительный отдых живые лозы пробуждаются. Вы можете получить преимущество на одному броску атаки или прибавить 1d6 к вашему Уклонению против входящей атаки.,"Once per long rest, the living vines awaken. You may gain advantage on one attack roll or add 1d6 to your Evasion against an incoming attack."
cm88,item,Community,Плащ Первобытного Хищника,Mantle of the First Predator,,,8,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm88.html,"При первом надевании этого плаща выберите категорию существ, на которых вы поклялись охотиться. Нося его, вы можете отметить Стресс, чтобы получить преимущество на броски против существ этой категории.","The first time you wear this mantle, choose a category of creatures you are sworn to hunt. While wearing it, you may mark 1 Stress to gain advantage on rolls against a creature of that category."
cm89,item,Community,Сердце Лесного Бога,Heart of the Forest God,,,9,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm89.html,"Один раз за кампанию вы можете посадить это священное сердце в природную почву. Окружающая земля становится буйной и плодородной. Враги в пределах Далекой дистанции должны отметить Стресс и становятся Обездвиженными, когда из земли вздымаются корни.","Once per campaign, you may plant this divine heart in natural ground. The surrounding land becomes lush and fertile. Enemies within Far range must mark 1 Stress and become Restrained as roots surge from the earth."
cm90,item,Community,Маленький Лесной Дух,Little Forest Spirit,,,10,,,,,,,,,Wildborne,https://artex-x.github.io/daggerheart-loot/i/cm90.html,"Игривый лесной дух следует за вами как безмолвный страж. Когда урон вынудит вас отметить последнюю Рану, вы можете потратить 1 Надежду, чтобы пожертвовать духом. Вы не отмечаете эту Рану и не совершаете Предсмертный Ход. Дух исчезает навсегда.","A playful forest spirit follows you as a silent guardian. When damage would force you to mark your last HP, you may spend 1 Hope to sacrifice the spirit instead. You do not mark that HP and do not make a Death Move. The spirit fades and is gone forever."
di1,weapon,dread,Эфирная Винтовка,Aether Rifle,3,,1,magic,Instinct,Very Far,d8+8 mag,Two-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/di1.html,"Неестественное: Биологически живые стрелки должны отмечать Стресс каждый раз, когда стреляют из этого оружия. Конструкты, например Кланки, и нежить, например Вампиры, эту цену не платят.","Uncanny: Shooters who are biologically alive must mark a Stress each time they fire the weapon. Constructs, like Clanks, and undead, like Vampires, are immune to this cost."
di2,weapon,dread,Клинок Живущих,Blade of the Living,3,,2,magic,Strength,Melee,d10+11 mag,Two-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/di2.html,Жизненная сила: Вы получаете преимущество на атаки против нежити этим мечом. Не может использоваться нежитью.,Lifeforce: You have advantage on attacks against undead when attacking with this sword. Cannot be wielded by an undead.
di3,weapon,dread,Длинный Лук Фира,Longbow of Fyr,3,,3,magic,Agility,Far,d6+10 mag,Two-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/di3.html,Пылающее: За каждую выпавшую 6 на кости урона цель должна отметить Стресс.,"Flaming: For each 6 you roll on a damage die, the target must mark a Stress."
di4,weapon,dread,Туманный Проектор Ми-Го,Mi-Go Mist Projector,3,,4,magic,Knowledge,Close,d8+10 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/di4.html,"Чужеродное: Вы получаете помеху на атаку этим оружием (если вы не Ми-Го). Ограниченный заряд: Когда на Костях Дуальности выпадает 4 или меньше без учёта модификаторов, это последний раз, когда проектор работает. Его можно перезарядить на действующей установке Ми-Го или космическом корабле.","Alien: You have disadvantage to attack with this weapon (unless you are a Mi-go). Limited Charges: When you roll a natural 4 or less on your duality dice, it's the last time the projector works. It can be recharged at a functioning Mi-Go installation or spaceship."
di5,weapon,dread,Посох Тайного Пламени,Staff of the Secret Flame,3,,5,magic,Instinct,Far,d6+7 mag,Two-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/di5.html,Пылающее: За каждую выпавшую 6 на кости урона цель должна отметить Стресс. Исцеление: Во время отдыха автоматически очищайте Рану.,"Flaming: For each 6 you roll on a damage die, the target must mark a Stress. Healing: During downtime, automatically clear a Hit Point."
di6,secondary,dread,Щит Солнца,Shield of the Sun,3,,6,,Strength,Melee,d4+4 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/di6.html,"Солнечный свет: Вампиры получают помеху на атаки против вас Вплотную, когда вы используете этот щит.",Sunlight: Vampires have disadvantage when attacking you in Melee when you wield the shield.
di7,weapon,dread,Молниевая Пушка Йитианцев,Yithian Lightning Gun,4,,7,magic,Knowledge,Very Far,d12+10 mag,One-Handed,,,,,https://artex-x.github.io/daggerheart-loot/i/di7.html,"Чужеродное: Вы получаете помеху на атаку этим оружием (если вы не Йитианец). Ограниченная мощность: Когда на Костях Дуальности выпадают две 1, вы получаете критический успех, но это последний раз, когда оружие работает. Оно разряжено. Его можно перезарядить только на действующей базе Йитианцев, что может потребовать путешествия на 125 миллионов лет в прошлое.","Alien: You have disadvantage to attack with this weapon (unless you are a Yithian). Limited Power: When you roll two 1s on your duality dice, you get the critical hit, but it's the last time the gun works. It's now out of power. It can only be recharged at a functioning Yithian installation, which might require a trip to 125 million years in the past."
di8,item,dread,Амулет Зари,Amulet of the Dawn,,,8,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di8.html,"После успешной атаки против нежити или цели, поражённой скверной хаоса, потратьте Надежду, чтобы добавить кость к урону. На Ранге 1 добавьте d8; на Ранге 2 – d10; на Ранге 3 – d12; на Ранге 4 – d20.","After a successful attack against an undead or chaosblighted target, spend a hope to add a die to the damage. At tier 1, add a d8; at tier 2, add a d10; at tier 3, add a d12; and at tier 4, add a d20."
di9,item,dread,Амулет Жизнестойкости,Amulet of Vitality,,,9,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di9.html,"Вы получаете преимущество на Броски Реакции на Силу, пока носите этот амулет.",You gain advantage on Strength Reaction rolls while wearing this amulet.
di10,consumable,dread,Мистическая Смола,Arcane Resin,,,10,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di10.html,"Маленькая баночка воска для тетивы, которая меняет тип урона лука на магический. Персонажи без Характеристики Заклинателя должны отмечать Стресс при каждом выстреле, чтобы воск подействовал. Хватает на один лук или арбалет.",A tiny jar of bowstring wax that changes the damage type of the bow to magic damage. Characters without a Spellcast trait must mark a Stress with each shot to get the benefit from this wax. Good for one bow or crossbow.
di11,item,dread,Брошюра по Истории Искусства,Art History Booklet,,,11,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di11.html,"Это прекрасно иллюстрированная брошюра (пожертвование приветствуется), которая представляет крыло библиотеки как основополагающую работу по истории искусства. На самом деле на страницах представлена пёстрая коллекция производных изображений из других мест региона. Однако брошюра содержит подробные иллюстрации полезных карт и подсказок. Если прочитать её целиком, потратив Ход Отдыха во время продолжительного отдыха, читатель получает преимущество на понимание контекста местных преданий и на обнаружение скверны. «Местное» относится к месту, где была найдена брошюра.","This is a finely illustrated booklet (donation requested) that highlights a library wing as a foundational work in art history. In reality, the pages show a motley collection of derivative images from elsewhere around the region. However, the booklet includes detailed illustrations of useful maps and clues. After a full reading as a long rest downtime move, the reader gains advantage on understanding the context of local lore and on detecting corruption. Local is local to where the booklet is found."
di12,item,dread,Проклятая Брошюра,Cursed Booklet,,,12,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di12.html,"Эта бесплатная брошюра, «Моральный призыв содействовать процветанию торговли», меняет свою эстетику и стиль письма, чтобы соответствовать тому, что читатель ассоциирует с надёжностью и моральным благом. Прочитав название и прикоснувшись к книге, читатель получает помеху на действия, которые угрожают установленному порядку неравного распределения власти и богатства. Читатели чувствуют себя обязанными оправдывать свои действия, пропагандировать торговлю как моральное благо и побуждать других читать эту книгу.","This free booklet, 'The Moral Call to Promote Thriving Commerce,' shifts its aesthetics and writing style to match those the reader associates with trustworthiness and moral good. Upon reading the title and touching the book, the reader has disadvantage on actions that threaten the established order of imbalanced power and wealth. Readers feel compelled to justify their actions, proselytize commerce as a moral good, and encourage others to read the book."
di13,item,dread,Одеяния Дьявола,Devil's Vestments,,,13,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di13.html,"Аметистовые одеяния, которые делают владельца невидимым для нежити. При каждом продолжительном отдыхе дьявол требует, чтобы владелец убил невинного. Если он это делает, он получает сопротивление урону от нежити до следующего продолжительного отдыха.","Amethyst robes which make the wearer invisible to undead. Each day, a devil demands the owner murder an innocent. If they do, they are resistant to damage from undead until their next long rest."
di14,item,dread,Эспайрская Шестерёнка,Espairian Cog,,,14,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di14.html,"Вы начинаете каждую сессию с +1 Надеждой, пока носите эту Шестерёнку при себе.",You start each session with +1 Hope while you have this Cog on your person.
di15,item,dread,Зеркало Фей,Fey Mirror,,,15,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/di15.html,"Раскрывает истинные облики и делает невидимое видимым. Смотрящий может совершить бросок Влияния, чтобы заметить злой умысел. Переброс невозможен до следующего продолжительного отдыха.",Reveals true forms and makes the invisible visible. The viewer can make a Presence roll to notice ill intent. May not re-roll until after a long rest.
